Purpose,Mode,Origin,Destination,Time Period,Activity Map,Arrival Map
University,DT,WHR,NON-NYC,AM Peak,24,62
University,DT,WHR,NON-NYC,Other,26,62
University,DT,WHR,STATEN ISLAND,AM Peak,24,62
University,DT,WHR,STATEN ISLAND,Other,26,62
University,DT,WHR,WHR,AM Peak,24,62
University,DT,WHR,WHR,Other,26,62
University,SR,MANHATTAN,MANHATTAN,AM Peak,20,37
University,SR,MANHATTAN,MANHATTAN,Other,20,37
University,SR,MANHATTAN,NON-NYC,AM Peak,23,53
University,SR,MANHATTAN,NON-NYC,Other,22,53
University,SR,MANHATTAN,STATEN ISLAND,AM Peak,23,53
University,SR,MANHATTAN,STATEN ISLAND,Other,22,53
University,SR,MANHATTAN,WHR,AM Peak,23,53
University,SR,MANHATTAN,WHR,Other,22,53
University,SR,NON-NYC,MANHATTAN,AM Peak,20,37
University,SR,NON-NYC,MANHATTAN,Other,20,37
University,SR,NON-NYC,NON-NYC,AM Peak,23,53
University,SR,NON-NYC,NON-NYC,Other,22,53
University,SR,NON-NYC,STATEN ISLAND,AM Peak,23,53
University,SR,NON-NYC,STATEN ISLAND,Other,22,53
University,SR,NON-NYC,WHR,AM Peak,23,53
University,SR,NON-NYC,WHR,Other,22,53
University,SR,STATEN ISLAND,MANHATTAN,AM Peak,20,37
University,SR,STATEN ISLAND,MANHATTAN,Other,20,37
University,SR,STATEN ISLAND,NON-NYC,AM Peak,23,53
University,SR,STATEN ISLAND,NON-NYC,Other,22,53
University,SR,STATEN ISLAND,STATEN ISLAND,AM Peak,23,53
University,SR,STATEN ISLAND,STATEN ISLAND,Other,22,53
University,SR,STATEN ISLAND,WHR,AM Peak,23,53
University,SR,STATEN ISLAND,WHR,Other,22,53
University,SR,WHR,MANHATTAN,AM Peak,20,37
University,SR,WHR,MANHATTAN,Other,20,37
University,SR,WHR,NON-NYC,AM Peak,23,53
University,SR,WHR,NON-NYC,Other,22,53
University,SR,WHR,STATEN ISLAND,AM Peak,23,53
University,SR,WHR,STATEN ISLAND,Other,22,53
University,SR,WHR,WHR,AM Peak,23,53
University,SR,WHR,WHR,Other,22,53
University,TAXI,MANHATTAN,MANHATTAN,AM Peak,23,43
University,TAXI,MANHATTAN,MANHATTAN,Other,22,43
University,TAXI,MANHATTAN,NON-NYC,AM Peak,24,62
University,TAXI,MANHATTAN,NON-NYC,Other,26,62
University,TAXI,MANHATTAN,STATEN ISLAND,AM Peak,24,62
University,TAXI,MANHATTAN,STATEN ISLAND,Other,26,62
University,TAXI,MANHATTAN,WHR,AM Peak,24,62
University,TAXI,MANHATTAN,WHR,Other,26,62
University,TAXI,NON-NYC,MANHATTAN,AM Peak,23,43
University,TAXI,NON-NYC,MANHATTAN,Other,22,43
University,TAXI,NON-NYC,NON-NYC,AM Peak,24,62
University,TAXI,NON-NYC,NON-NYC,Other,26,62
University,TAXI,NON-NYC,STATEN ISLAND,AM Peak,24,62
University,TAXI,NON-NYC,STATEN ISLAND,Other,26,62
University,TAXI,NON-NYC,WHR,AM Peak,24,62
University,TAXI,NON-NYC,WHR,Other,26,62
University,TAXI,STATEN ISLAND,MANHATTAN,AM Peak,23,43
University,TAXI,STATEN ISLAND,MANHATTAN,Other,22,43
University,TAXI,STATEN ISLAND,NON-NYC,AM Peak,24,62
University,TAXI,STATEN ISLAND,NON-NYC,Other,26,62
University,TAXI,STATEN ISLAND,STATEN ISLAND,AM Peak,24,62
University,TAXI,STATEN ISLAND,STATEN ISLAND,Other,26,62
University,TAXI,STATEN ISLAND,WHR,AM Peak,24,62
University,TAXI,STATEN ISLAND,WHR,Other,26,62
University,TAXI,WHR,MANHATTAN,AM Peak,23,43
University,TAXI,WHR,MANHATTAN,Other,22,43
University,TAXI,WHR,NON-NYC,AM Peak,24,62
University,TAXI,WHR,NON-NYC,Other,26,62
University,TAXI,WHR,STATEN ISLAND,AM Peak,24,62
University,TAXI,WHR,STATEN ISLAND,Other,26,62
University,TAXI,WHR,WHR,AM Peak,24,62
University,TAXI,WHR,WHR,Other,26,62
University,WC,MANHATTAN,MANHATTAN,AM Peak,23,43
University,WC,MANHATTAN,MANHATTAN,Other,22,43
University,WC,MANHATTAN,NON-NYC,AM Peak,24,62
University,WC,MANHATTAN,NON-NYC,Other,26,62
University,WC,MANHATTAN,STATEN ISLAND,AM Peak,24,62
University,WC,MANHATTAN,STATEN ISLAND,Other,26,62
University,WC,MANHATTAN,WHR,AM Peak,24,62
University,WC,MANHATTAN,WHR,Other,26,62
University,WC,NON-NYC,MANHATTAN,AM Peak,23,43
University,WC,NON-NYC,MANHATTAN,Other,22,43
University,WC,NON-NYC,NON-NYC,AM Peak,24,62
University,WC,NON-NYC,NON-NYC,Other,26,62
University,WC,NON-NYC,STATEN ISLAND,AM Peak,24,62
University,WC,NON-NYC,STATEN ISLAND,Other,26,62
University,WC,NON-NYC,WHR,AM Peak,24,62
University,WC,NON-NYC,WHR,Other,26,62
University,WC,STATEN ISLAND,MANHATTAN,AM Peak,23,43
University,WC,STATEN ISLAND,MANHATTAN,Other,22,43
University,WC,STATEN ISLAND,NON-NYC,AM Peak,24,62
University,WC,STATEN ISLAND,NON-NYC,Other,26,62
University,WC,STATEN ISLAND,STATEN ISLAND,AM Peak,24,62
University,WC,STATEN ISLAND,STATEN ISLAND,Other,26,62
University,WC,STATEN ISLAND,WHR,AM Peak,24,62
University,WC,STATEN ISLAND,WHR,Other,26,62
University,WC,WHR,MANHATTAN,AM Peak,23,43
University,WC,WHR,MANHATTAN,Other,22,43
University,WC,WHR,NON-NYC,AM Peak,24,62
University,WC,WHR,NON-NYC,Other,26,62
University,WC,WHR,STATEN ISLAND,AM Peak,24,62
University,WC,WHR,STATEN ISLAND,Other,26,62
University,WC,WHR,WHR,AM Peak,24,62
University,WC,WHR,WHR,Other,26,62
University,WT,MANHATTAN,MANHATTAN,AM Peak,21,47
University,WT,MANHATTAN,MANHATTAN,Other,22,47
University,WT,MANHATTAN,NON-NYC,AM Peak,24,62
University,WT,MANHATTAN,NON-NYC,Other,26,62
University,WT,MANHATTAN,STATEN ISLAND,AM Peak,24,62
University,WT,MANHATTAN,STATEN ISLAND,Other,26,62
University,WT,MANHATTAN,WHR,AM Peak,24,62
University,WT,MANHATTAN,WHR,Other,26,62
University,WT,NON-NYC,MANHATTAN,AM Peak,21,47
University,WT,NON-NYC,MANHATTAN,Other,22,47
University,WT,NON-NYC,NON-NYC,AM Peak,24,62
University,WT,NON-NYC,NON-NYC,Other,26,62
University,WT,NON-NYC,STATEN ISLAND,AM Peak,24,62
University,WT,NON-NYC,STATEN ISLAND,Other,26,62
University,WT,NON-NYC,WHR,AM Peak,24,62
University,WT,NON-NYC,WHR,Other,26,62
University,WT,STATEN ISLAND,MANHATTAN,AM Peak,21,47
University,WT,STATEN ISLAND,MANHATTAN,Other,22,47
University,WT,STATEN ISLAND,NON-NYC,AM Peak,24,62
University,WT,STATEN ISLAND,NON-NYC,Other,26,62
University,WT,STATEN ISLAND,STATEN ISLAND,AM Peak,24,62
University,WT,STATEN ISLAND,STATEN ISLAND,Other,26,62
University,WT,STATEN ISLAND,WHR,AM Peak,24,62
University,WT,STATEN ISLAND,WHR,Other,26,62
University,WT,WHR,MANHATTAN,AM Peak,21,47
University,WT,WHR,MANHATTAN,Other,22,47
University,WT,WHR,NON-NYC,AM Peak,24,62
University,WT,WHR,NON-NYC,Other,26,62
University,WT,WHR,STATEN ISLAND,AM Peak,24,62
University,WT,WHR,STATEN ISLAND,Other,26,62
University,WT,WHR,WHR,AM Peak,24,62
University,WT,WHR,WHR,Other,26,62
Work,DA,MANHATTAN,MANHATTAN,AM Peak,1,105
Work,DA,MANHATTAN,MANHATTAN,Other,5,105
Work,DA,MANHATTAN,NON-NYC,AM Peak,7,107
Work,DA,MANHATTAN,NON-NYC,Other,10,107
Work,DA,MANHATTAN,STATEN ISLAND,AM Peak,7,107
Work,DA,MANHATTAN,STATEN ISLAND,Other,10,107
Work,DA,MANHATTAN,WHR,AM Peak,7,115
Work,DA,MANHATTAN,WHR,Other,10,115
Work,DA,NON-NYC,MANHATTAN,AM Peak,1,105
Work,DA,NON-NYC,MANHATTAN,Other,5,105
Work,DA,NON-NYC,NON-NYC,AM Peak,7,107
Work,DA,NON-NYC,NON-NYC,Other,10,107
Work,DA,NON-NYC,STATEN ISLAND,AM Peak,7,107
Work,DA,NON-NYC,STATEN ISLAND,Other,10,107
Work,DA,NON-NYC,WHR,AM Peak,7,115
Work,DA,NON-NYC,WHR,Other,10,115
Work,DA,STATEN ISLAND,MANHATTAN,AM Peak,1,34
Work,DA,STATEN ISLAND,MANHATTAN,Other,5,34
Work,DA,STATEN ISLAND,NON-NYC,AM Peak,7,50
Work,DA,STATEN ISLAND,NON-NYC,Other,10,50
Work,DA,STATEN ISLAND,STATEN ISLAND,AM Peak,7,50
Work,DA,STATEN ISLAND,STATEN ISLAND,Other,10,50
Work,DA,STATEN ISLAND,WHR,AM Peak,7,120
Work,DA,STATEN ISLAND,WHR,Other,10,120
Work,DA,WHR,MANHATTAN,AM Peak,1,34
Work,DA,WHR,MANHATTAN,Other,5,34
Work,DA,WHR,NON-NYC,AM Peak,7,50
Work,DA,WHR,NON-NYC,Other,10,50
Work,DA,WHR,STATEN ISLAND,AM Peak,7,50
Work,DA,WHR,STATEN ISLAND,Other,10,50
Work,DA,WHR,WHR,AM Peak,7,50
Work,DA,WHR,WHR,Other,10,50
Work,DC,MANHATTAN,MANHATTAN,AM Peak,3,95
Work,DC,MANHATTAN,MANHATTAN,Other,6,95
Work,DC,MANHATTAN,NON-NYC,AM Peak,9,97
Work,DC,MANHATTAN,NON-NYC,Other,11,97
Work,DC,MANHATTAN,STATEN ISLAND,AM Peak,9,97
Work,DC,MANHATTAN,STATEN ISLAND,Other,11,97
Work,DC,MANHATTAN,WHR,AM Peak,9,59
Work,DC,MANHATTAN,WHR,Other,11,59
Work,DC,NON-NYC,MANHATTAN,AM Peak,3,95
Work,DC,NON-NYC,MANHATTAN,Other,6,95
Work,DC,NON-NYC,NON-NYC,AM Peak,9,97
Work,DC,NON-NYC,NON-NYC,Other,11,97
Work,DC,NON-NYC,STATEN ISLAND,AM Peak,9,97
Work,DC,NON-NYC,STATEN ISLAND,Other,11,97
Work,DC,NON-NYC,WHR,AM Peak,9,59
Work,DC,NON-NYC,WHR,Other,11,59
Work,DC,STATEN ISLAND,MANHATTAN,AM Peak,3,49
Work,DC,STATEN ISLAND,MANHATTAN,Other,6,49
Work,DC,STATEN ISLAND,NON-NYC,AM Peak,9,59
Work,DC,STATEN ISLAND,NON-NYC,Other,11,59
Work,DC,STATEN ISLAND,STATEN ISLAND,AM Peak,9,59
Work,DC,STATEN ISLAND,STATEN ISLAND,Other,11,59
Work,DC,STATEN ISLAND,WHR,AM Peak,9,59
Work,DC,STATEN ISLAND,WHR,Other,11,59
Work,DC,WHR,MANHATTAN,AM Peak,3,49
Work,DC,WHR,MANHATTAN,Other,6,49
Work,DC,WHR,NON-NYC,AM Peak,9,59
Work,DC,WHR,NON-NYC,Other,11,59
Work,DC,WHR,STATEN ISLAND,AM Peak,9,59
Work,DC,WHR,STATEN ISLAND,Other,11,59
Work,DC,WHR,WHR,AM Peak,9,59
Work,DC,WHR,WHR,Other,11,59
Work,DT,MANHATTAN,MANHATTAN,AM Peak,2,91
Work,DT,MANHATTAN,MANHATTAN,Other,6,91
Work,DT,MANHATTAN,NON-NYC,AM Peak,8,96
Work,DT,MANHATTAN,NON-NYC,Other,11,96
Work,DT,MANHATTAN,STATEN ISLAND,AM Peak,8,96
Work,DT,MANHATTAN,STATEN ISLAND,Other,11,96
Work,DT,MANHATTAN,WHR,AM Peak,8,59
Work,DT,MANHATTAN,WHR,Other,11,59
Work,DT,NON-NYC,MANHATTAN,AM Peak,2,93
Work,DT,NON-NYC,MANHATTAN,Other,6,93
Work,DT,NON-NYC,NON-NYC,AM Peak,8,96
Work,DT,NON-NYC,NON-NYC,Other,11,96
Work,DT,NON-NYC,STATEN ISLAND,AM Peak,8,96
Work,DT,NON-NYC,STATEN ISLAND,Other,11,96
Work,DT,NON-NYC,WHR,AM Peak,8,59
Work,DT,NON-NYC,WHR,Other,11,59
Work,DT,STATEN ISLAND,MANHATTAN,AM Peak,2,41
Work,DT,STATEN ISLAND,MANHATTAN,Other,6,41
Work,DT,STATEN ISLAND,NON-NYC,AM Peak,8,59
Work,DT,STATEN ISLAND,NON-NYC,Other,11,59
Work,DT,STATEN ISLAND,STATEN ISLAND,AM Peak,8,59
Work,DT,STATEN ISLAND,STATEN ISLAND,Other,11,59
Work,DT,STATEN ISLAND,WHR,AM Peak,8,59
Work,DT,STATEN ISLAND,WHR,Other,11,59
Work,DT,WHR,MANHATTAN,AM Peak,2,41
Work,DT,WHR,MANHATTAN,Other,6,41
Work,DT,WHR,NON-NYC,AM Peak,8,59
Work,DT,WHR,NON-NYC,Other,11,59
Work,DT,WHR,STATEN ISLAND,AM Peak,8,59
Work,DT,WHR,STATEN ISLAND,Other,11,59
Work,DT,WHR,WHR,AM Peak,8,59
Work,DT,WHR,WHR,Other,11,59
Work,SR,MANHATTAN,MANHATTAN,AM Peak,1,106
Work,SR,MANHATTAN,MANHATTAN,Other,5,106
Work,SR,MANHATTAN,NON-NYC,AM Peak,7,108
Work,SR,MANHATTAN,NON-NYC,Other,10,108
Work,SR,MANHATTAN,STATEN ISLAND,AM Peak,7,108
Work,SR,MANHATTAN,STATEN ISLAND,Other,10,108
Work,SR,MANHATTAN,WHR,AM Peak,7,116
Work,SR,MANHATTAN,WHR,Other,10,116
Work,SR,NON-NYC,MANHATTAN,AM Peak,1,106
Work,SR,NON-NYC,MANHATTAN,Other,5,106
Work,SR,NON-NYC,NON-NYC,AM Peak,7,108
Work,SR,NON-NYC,NON-NYC,Other,10,108
Work,SR,NON-NYC,STATEN ISLAND,AM Peak,7,108
Work,SR,NON-NYC,STATEN ISLAND,Other,10,108
Work,SR,NON-NYC,WHR,AM Peak,7,116
Work,SR,NON-NYC,WHR,Other,10,116
Work,SR,STATEN ISLAND,MANHATTAN,AM Peak,1,34
Work,SR,STATEN ISLAND,MANHATTAN,Other,5,34
Work,SR,STATEN ISLAND,NON-NYC,AM Peak,7,56
Work,SR,STATEN ISLAND,NON-NYC,Other,10,56
Work,SR,STATEN ISLAND,STATEN ISLAND,AM Peak,7,56
Work,SR,STATEN ISLAND,STATEN ISLAND,Other,10,56
Work,SR,STATEN ISLAND,WHR,AM Peak,7,121
Work,SR,STATEN ISLAND,WHR,Other,10,121
Work,SR,WHR,MANHATTAN,AM Peak,1,34
Work,SR,WHR,MANHATTAN,Other,5,34
Work,SR,WHR,NON-NYC,AM Peak,7,56
Work,SR,WHR,NON-NYC,Other,10,56
Work,SR,WHR,STATEN ISLAND,AM Peak,7,56
Work,SR,WHR,STATEN ISLAND,Other,10,56
Work,SR,WHR,WHR,AM Peak,7,56
Work,SR,WHR,WHR,Other,10,56
Work,TAXI,MANHATTAN,MANHATTAN,AM Peak,4,66
Work,TAXI,MANHATTAN,MANHATTAN,Other,75,66
Work,TAXI,MANHATTAN,NON-NYC,AM Peak,8,59
Work,TAXI,MANHATTAN,NON-NYC,Other,11,59
Work,TAXI,MANHATTAN,STATEN ISLAND,AM Peak,8,59
Work,TAXI,MANHATTAN,STATEN ISLAND,Other,11,59
Work,TAXI,MANHATTAN,WHR,AM Peak,8,59
Work,TAXI,MANHATTAN,WHR,Other,11,59
Work,TAXI,NON-NYC,MANHATTAN,AM Peak,4,66
Work,TAXI,NON-NYC,MANHATTAN,Other,75,66
Work,TAXI,NON-NYC,NON-NYC,AM Peak,8,59
Work,TAXI,NON-NYC,NON-NYC,Other,11,59
Work,TAXI,NON-NYC,STATEN ISLAND,AM Peak,8,59
Work,TAXI,NON-NYC,STATEN ISLAND,Other,11,59
Work,TAXI,NON-NYC,WHR,AM Peak,8,59
Work,TAXI,NON-NYC,WHR,Other,11,59
Work,TAXI,STATEN ISLAND,MANHATTAN,AM Peak,4,66
Work,TAXI,STATEN ISLAND,MANHATTAN,Other,75,66
Work,TAXI,STATEN ISLAND,NON-NYC,AM Peak,8,59
Work,TAXI,STATEN ISLAND,NON-NYC,Other,11,59
Work,TAXI,STATEN ISLAND,STATEN ISLAND,AM Peak,8,59
Work,TAXI,STATEN ISLAND,STATEN ISLAND,Other,11,59
Work,TAXI,STATEN ISLAND,WHR,AM Peak,8,59
Work,TAXI,STATEN ISLAND,WHR,Other,11,59
Work,TAXI,WHR,MANHATTAN,AM Peak,4,66
Work,TAXI,WHR,MANHATTAN,Other,75,66
Work,TAXI,WHR,NON-NYC,AM Peak,8,59
Work,TAXI,WHR,NON-NYC,Other,11,59
Work,TAXI,WHR,STATEN ISLAND,AM Peak,8,59
Work,TAXI,WHR,STATEN ISLAND,Other,11,59
Work,TAXI,WHR,WHR,AM Peak,8,59
Work,TAXI,WHR,WHR,Other,11,59
Work,WC,MANHATTAN,MANHATTAN,AM Peak,3,95
Work,WC,MANHATTAN,MANHATTAN,Other,6,95
Work,WC,MANHATTAN,NON-NYC,AM Peak,9,97
Work,WC,MANHATTAN,NON-NYC,Other,11,97
Work,WC,MANHATTAN,STATEN ISLAND,AM Peak,9,97
Work,WC,MANHATTAN,STATEN ISLAND,Other,11,97
Work,WC,MANHATTAN,WHR,AM Peak,9,59
Work,WC,MANHATTAN,WHR,Other,11,59
Work,WC,NON-NYC,MANHATTAN,AM Peak,3,95
Work,WC,NON-NYC,MANHATTAN,Other,6,95
Work,WC,NON-NYC,NON-NYC,AM Peak,9,97
Work,WC,NON-NYC,NON-NYC,Other,11,97
Work,WC,NON-NYC,STATEN ISLAND,AM Peak,9,97
Work,WC,NON-NYC,STATEN ISLAND,Other,11,97
Work,WC,NON-NYC,WHR,AM Peak,9,59
Work,WC,NON-NYC,WHR,Other,11,59
Work,WC,STATEN ISLAND,MANHATTAN,AM Peak,3,49
Work,WC,STATEN ISLAND,MANHATTAN,Other,6,49
Work,WC,STATEN ISLAND,NON-NYC,AM Peak,9,59
Work,WC,STATEN ISLAND,NON-NYC,Other,11,59
Work,WC,STATEN ISLAND,STATEN ISLAND,AM Peak,9,59
Work,WC,STATEN ISLAND,STATEN ISLAND,Other,11,59
Work,WC,STATEN ISLAND,WHR,AM Peak,9,59
Work,WC,STATEN ISLAND,WHR,Other,11,59
Work,WC,WHR,MANHATTAN,AM Peak,3,49
Work,WC,WHR,MANHATTAN,Other,6,49
Work,WC,WHR,NON-NYC,AM Peak,9,59
Work,WC,WHR,NON-NYC,Other,11,59
Work,WC,WHR,STATEN ISLAND,AM Peak,9,59
Work,WC,WHR,STATEN ISLAND,Other,11,59
Work,WC,WHR,WHR,AM Peak,9,59
Work,WC,WHR,WHR,Other,11,59
Work,WT,MANHATTAN,MANHATTAN,AM Peak,2,92
Work,WT,MANHATTAN,MANHATTAN,Other,6,92
Work,WT,MANHATTAN,NON-NYC,AM Peak,8,96
Work,WT,MANHATTAN,NON-NYC,Other,11,96
Work,WT,MANHATTAN,STATEN ISLAND,AM Peak,8,96
Work,WT,MANHATTAN,STATEN ISLAND,Other,11,96
Work,WT,MANHATTAN,WHR,AM Peak,8,59
Work,WT,MANHATTAN,WHR,Other,11,59
Work,WT,NON-NYC,MANHATTAN,AM Peak,2,94
Work,WT,NON-NYC,MANHATTAN,Other,6,94
Work,WT,NON-NYC,NON-NYC,AM Peak,8,96
Work,WT,NON-NYC,NON-NYC,Other,11,96
Work,WT,NON-NYC,STATEN ISLAND,AM Peak,8,96
Work,WT,NON-NYC,STATEN ISLAND,Other,11,96
Work,WT,NON-NYC,WHR,AM Peak,8,59
Work,WT,NON-NYC,WHR,Other,11,59
Work,WT,STATEN ISLAND,MANHATTAN,AM Peak,2,46
Work,WT,STATEN ISLAND,MANHATTAN,Other,6,46
Work,WT,STATEN ISLAND,NON-NYC,AM Peak,8,59
Work,WT,STATEN ISLAND,NON-NYC,Other,11,59
Work,WT,STATEN ISLAND,STATEN ISLAND,AM Peak,8,59
Work,WT,STATEN ISLAND,STATEN ISLAND,Other,11,59
Work,WT,STATEN ISLAND,WHR,AM Peak,8,59
Work,WT,STATEN ISLAND,WHR,Other,11,59
Work,WT,WHR,MANHATTAN,AM Peak,2,46
Work,WT,WHR,MANHATTAN,Other,6,46
Work,WT,WHR,NON-NYC,AM Peak,8,59
Work,WT,WHR,NON-NYC,Other,11,59
Work,WT,WHR,STATEN ISLAND,AM Peak,8,59
Work,WT,WHR,STATEN ISLAND,Other,11,59
Work,WT,WHR,WHR,AM Peak,8,59
Work,WT,WHR,WHR,Other,11,59
